date,inflow,outflow,local
1913-05-01,436429.99999999994,62000.0,320392.9219360351
1913-06-01,593697.9999999999,60000.0,365295.8397216796
1913-07-01,834964.0,248505.0,359805.15243530273
1913-08-01,1190305.0,508063.0,586248.0158081055
1913-09-01,973288.0,534410.0,603968.4135742188
1913-10-01,1169069.0,237817.0,927316.6160888672
1913-11-01,635316.0,187035.0,519363.27572631836
1913-12-01,426061.00000000006,62000.0,336215.2026367188
1914-01-01,270695.00000000006,62000.0,194036.06616973883
1914-02-01,229691.99999999997,55400.0,151350.42649841306
1914-03-01,222812.0,39435.0,166505.5457611084
1914-04-01,344134.0,60000.0,183139.98237609863
1914-05-01,507618.00000000006,62000.0,327003.41253662115
1914-06-01,385272.99999999994,60000.0,249083.98468017572
1914-07-01,536948.0,62000.0,309713.72006225586
1914-08-01,407554.00000000006,66723.0,224684.62127685553
1914-09-01,403570.99999999994,72237.0,242320.2748718261
1914-10-01,308993.0,133943.0,164370.3893661499
1914-11-01,265967.99999999994,75000.0,134224.34249114984
1914-12-01,291459.0,62000.0,177808.94437408447
1915-01-01,253903.00000000003,62000.0,139092.55439758304
1915-02-01,222923.00000000003,56000.0,120129.12942504886
1915-03-01,245718.00000000003,62000.0,137395.73868560794
1915-04-01,243753.0,69381.0,129674.12035751343
1915-05-01,407808.00000000006,62000.0,248754.30035018927
1915-06-01,847383.0,184128.0,620178.5823516846
1915-07-01,1885948.9999999998,744105.0,1099613.519302368
1915-08-01,2388493.0,904561.0,1390734.3267059326
1915-09-01,1877370.0000000002,1068649.0,1215886.7042541506
1915-10-01,2385346.0000000005,1149172.0,1615341.9183197026
1915-11-01,1028269.0,923457.0,674679.1831665039
1915-12-01,475520.00000000006,343711.0,317296.7877082825
1916-01-01,317522.00000000006,62000.0,200055.25156402594
1916-02-01,265232.0,47504.0,169589.72747039795
1916-03-01,248679.0,10154.0,185800.66618347168
1916-04-01,238601.0,27307.0,161159.90278625488
1916-05-01,406197.0,37774.0,306477.0585632324
1916-06-01,611722.0,60000.0,469858.6091308594
1916-07-01,2305908.0,519160.99999999994,1604185.3241577148
1916-08-01,2639984.0,999241.0,1461663.6591186523
1916-09-01,3884627.0,1291887.0,1522741.3078613281
1916-10-01,3490427.9999999995,1560732.0,1542616.6086425777
1916-11-01,3371696.0000000005,1814602.0,1601119.467773438
1916-12-01,1932619.0000000002,1668836.0,995579.7091674807
1917-01-01,1460183.0000000002,1419858.0,721662.5914611819
1917-02-01,1094160.0,667471.0,517817.1342391968
1917-03-01,1055379.9999999998,509256.0,343193.13410949684
1917-04-01,953114.9999999999,439972.0,287506.1602706908
1917-05-01,1143069.0,622754.0,847029.8299255371
1917-06-01,4375626.000000001,1163141.0,2825416.228363038
1917-07-01,4535489.000000001,1771767.0,2648022.049560548
1917-08-01,4713029.0,3329300.0,2283475.1810302734
1917-09-01,6205813.0,4049433.0,3136912.6073303223
1917-10-01,6678400.0,4812003.0,4029448.8386535645
1917-11-01,3305504.9999999995,5463076.0,1585012.5383300777
1917-12-01,1772210.0000000002,5193253.0,795618.1970214846
1918-01-01,1544354.0000000005,2512419.0,457087.594360352
1918-02-01,815132.9999999999,587740.0,356352.2572021483
1918-03-01,677733.0,367576.0,393038.4787902832
1918-04-01,594679.0,391257.0,328534.23246765137
1918-05-01,2161801.9999999995,773501.0,1253931.3984222407
1918-06-01,2427182.0000000005,1180292.0,1272153.6042633061
1918-07-01,3024219.0,1697564.0,1439974.0940093994
1918-08-01,3055473.9999999995,1935008.0,1680630.0836791988
1918-09-01,2701799.0,2154468.0,1272388.593170166
1918-10-01,997947.0000000001,1795027.0,668227.4929809571
1918-11-01,528350.0,1031128.9999999999,448575.2164001465
1918-12-01,677306.9999999999,278687.0,602387.4949340819
1919-01-01,272483.0,62000.0,199963.9170074463
1919-02-01,254176.99999999994,56000.0,163054.0021514892
1919-03-01,316496.00000000006,62000.0,243859.9527893067
1919-04-01,258846.0,77934.0,190325.35627746582
1919-05-01,477446.0,86998.0,404588.21173095703
1919-06-01,664740.0000000001,78318.0,562568.7904205323
1919-07-01,840098.0,112999.0,547514.5209655762
1919-08-01,698312.0,99738.0,513212.54234313965
1919-09-01,824207.0,63010.0,554840.3145904541
1919-10-01,657364.9999999999,77500.0,521480.4163055419
1919-11-01,434770.99999999994,75000.0,351819.6860351562
1919-12-01,451440.0,62000.0,362498.397895813
1920-01-01,443108.00000000006,62000.0,361455.82086181646
1920-02-01,268560.0,48878.0,185534.57008743286
1920-03-01,244016.00000000003,62000.0,185626.07485961917
1920-04-01,223550.00000000003,60000.0,164485.9468841553
1920-05-01,276213.0,62000.0,211001.05242919922
1920-06-01,714308.0000000001,60000.0,592159.3919639589
1920-07-01,1972701.0,375539.0,1359135.5867919922
1920-08-01,3589916.0,1212585.0,1674548.469177246
1920-09-01,4638857.000000001,1466949.0,1494655.0634765634
1920-10-01,2852595.0000000005,1927565.0,1111842.4177246098
1920-11-01,1583688.9999999998,1598642.0,746267.361526489
1920-12-01,633490.0,835118.0,379728.625579834
1921-01-01,616220.0,69019.0,339459.35638427734
1921-02-01,396395.00000000006,143579.0,213348.30259704596
1921-03-01,399344.0,244119.0,247541.27870178223
1921-04-01,466136.99999999994,250624.0,241561.81845092768
1921-05-01,703350.0,373976.0,245291.2508544922
1921-06-01,1164460.9999999998,590835.0,721503.837547302
1921-07-01,1974939.0000000005,1054558.0,897618.8687133794
1921-08-01,3804666.0,1484164.0,1758411.4739990234
1921-09-01,5005976.0,1847128.0,2060247.3762207031
1921-10-01,3543186.0,2331977.0,1413491.6164550781
1921-11-01,1449184.0000000005,2319883.0,563524.7805786137
1921-12-01,704864.0,1363044.0,380261.9350128174
1922-01-01,477945.00000000006,176979.0,238607.65342712408
1922-02-01,937986.0,305294.0,187590.24185180664
1922-03-01,476503.9999999998,336099.0,198963.05691528303
1922-04-01,242641.0,220461.0,156572.9913482666
1922-05-01,318797.99999999994,125182.0,236852.6190490722
1922-06-01,285141.0,155560.0,213841.78399658203
1922-07-01,930548.0000000001,126678.0,764398.9476623536
1922-08-01,1074279.0,394580.0,557611.9354553223
1922-09-01,1531705.0,608696.0,615635.3530273438
1922-10-01,1191345.0,712570.0,741193.5755462646
1922-11-01,517268.0,444306.0,414176.03046035767
1922-12-01,296644.0,208426.0,211011.3786239624
1923-01-01,325928.0,62000.0,172461.08716583252
1923-02-01,219673.00000000003,56000.0,139167.16455841067
1923-03-01,196957.0,7772.0,149645.66333007812
1923-04-01,180553.0,60000.0,127929.58895874023
1923-05-01,344954.0,62000.0,260141.17100524902
1923-06-01,1725494.0,350307.0,1229705.6393432617
1923-07-01,2412616.0000000005,1072837.0,1266686.1605987553
1923-08-01,2315100.9999999995,1379629.0,949726.9449462886
1923-09-01,1671466.0,1526342.0,847698.1760253906
1923-10-01,2687373.0,1385351.0,1464381.498626709
1923-11-01,1370250.0,1000014.0,976974.8425292969
1923-12-01,803695.0,411543.0,648793.5264587402
1924-01-01,686689.0,62000.0,548983.98123312
1924-02-01,601362.0,58000.0,412918.4680194855
1924-03-01,576988.0,171785.0,342800.5503234863
1924-04-01,616695.0000000001,192634.0,373723.7781982423
